address,within_academy,#_of_academy_within,within_education_centres,#_of_education_centres_within,within_highschool,#_of_highschool_within,within_elementary school,#_of_elementary school_within,within_college,#_of_college_within,within_learning centre,#_of_learning centre_within,within_university,#_of_university_within,within_subway_station,#_of_subway_station_within,within_cemetery,#_of_cemetery_within,within_green_space,#_of_green_space_within
85-leland-avenue,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7
96-pitfield-road,0,0,1,2,1,1,1,3,0,0,0,0,0,0,0,0,0,0,1,5
41-amberjack-boulevard,1,1,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,4
100-baylawn-drive,1,1,1,2,1,1,1,3,1,2,0,0,0,0,0,0,0,0,1,4
126-bell-estate-road,0,0,0,0,0,0,1,4,0,0,0,0,0,0,1,1,0,0,1,8
356-sumach-street,0,0,1,1,0,0,1,4,1,1,0,0,0,0,0,0,1,2,1,15
449-melrose-avenue,1,1,1,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,6
118-sixteenth-street,0,0,1,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,3
17-cosmic-drive,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
59-parsell-square,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,1,1
317-rushton-road,0,0,1,1,0,0,1,4,0,0,0,0,0,0,0,0,0,0,1,9
324-jaybell-grove,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,3
765-indian-road,0,0,1,3,0,0,1,5,1,1,0,0,0,0,1,2,0,0,1,9
320-west-point-avenue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
61-shields-avenue,0,0,1,1,1,1,1,3,0,0,0,0,0,0,0,0,1,4,1,4
25-rusholme-drive,0,0,1,2,1,1,1,6,0,0,0,0,0,0,0,0,0,0,1,8
48-millcar-drive,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,4
32-berkindale-drive,0,0,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,5
96-wedgewood-drive,0,0,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,6
26-routliffe-lane,1,1,1,3,1,2,1,2,0,0,0,0,0,0,0,0,0,0,1,5
118-lorraine-drive,1,2,1,3,1,3,1,3,0,0,0,0,0,0,1,1,0,0,1,9
34-merkley-square,1,1,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,4
48-waterloo-avenue,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7
270-mcroberts-avenue,0,0,1,1,0,0,1,5,0,0,0,0,0,0,0,0,1,2,1,8
260-friendship-avenue,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,3
618-burnhamthorpe-road,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,5
57-mellowood-drive,0,0,1,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,7
414-concord-avenue,0,0,1,1,1,1,1,6,0,0,0,0,0,0,1,2,0,0,1,8
75-garratt-boulevard,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,1,1,5
202-indian-road,1,1,1,2,1,1,1,5,0,0,0,0,0,0,0,0,0,0,1,1
29-gennela-square,1,1,1,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,1
23-bicknell-avenue,0,0,1,3,0,0,1,4,0,0,0,0,0,0,0,0,0,0,1,8
57-giltspur-drive,0,0,1,1,0,0,1,4,0,0,0,0,0,0,0,0,0,0,1,4
6-ladywood-drive,1,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,4
48-pembroke-street,0,0,1,9,1,1,1,3,1,3,0,0,1,1,1,2,0,0,1,16
49-hawksbury-drive,0,0,1,3,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,11
175-bathurstreet-street,0,0,1,1,0,0,1,3,1,1,0,0,0,0,1,1,0,0,1,11
10-chancellor-drive,0,0,1,2,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,4
327-mckee-avenue,0,0,1,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,6
29-cree-avenue,1,1,0,0,0,0,1,3,0,0,0,0,0,0,0,0,1,1,1,6
97-meandering-trail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5
5-clearbrooke-circle,1,1,0,0,1,1,1,2,0,0,1,1,0,0,0,0,0,0,1,4
98-redwater-drive,1,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,3
96-owen-boulevard,0,0,1,2,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,5
80-benshire-drive,0,0,1,2,0,0,1,4,0,0,0,0,0,0,0,0,0,0,1,3
77-west-deane-park-drive,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,2
146-crow-trail,1,1,1,2,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,9
39-festival-drive,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,3
16-cliffwood-road,0,0,1,2,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,4
26-aspendale-drive,1,1,1,3,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,3
36-howland-avenue,1,1,1,5,0,0,1,3,1,4,0,0,0,0,1,4,0,0,1,16
215-old-orchard-grove,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,3
16-alcan-avenue,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6
56-plewes-road,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,3
147-amberjack-boulevard,1,2,1,2,0,0,1,4,0,0,0,0,0,0,0,0,0,0,1,4
194-westmount-avenue,0,0,1,2,0,0,1,4,1,2,0,0,0,0,0,0,1,1,1,3
67-hilldale-road,0,0,1,4,1,1,1,3,0,0,0,0,0,0,0,0,0,0,1,8
101-john-street,1,2,1,4,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,8
202-port-royal-trail,1,1,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,2
25-greenwin-village-road,0,0,1,1,0,0,1,3,0,0,0,0,0,0,0,0,1,3,1,2
545-evans-avenue,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,2
50-honeywood-road,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,2
59-lonborough-avenue,0,0,1,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,6
24-path-hill-place,1,1,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,1,3
126-greenwich-square,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,1,1,1,5
787-indian-road,0,0,1,3,0,0,1,6,1,1,0,0,0,0,1,1,0,0,1,10
59-blacktoft-drive,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,8
62-mentor-boulevard,0,0,1,4,0,0,1,2,1,1,0,0,0,0,0,0,1,1,1,3
16-stainforth-drive,0,0,1,1,1,1,1,2,1,2,0,0,0,0,0,0,0,0,1,4
3-forge-drive,0,0,0,0,0,0,1,4,1,1,0,0,0,0,0,0,0,0,1,7
29-satok-terrace,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,5
83-macdonald-street,0,0,1,4,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,8
266-searle-avenue,1,2,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,4
49-beckwith-road,0,0,1,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,4
35-allenby-avenue,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
229-delta-street,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
713-balliol-street,0,0,1,3,0,0,1,3,0,0,0,0,0,0,0,0,1,1,1,6
557-caledonia-road,0,0,1,2,0,0,1,1,0,0,0,0,0,0,0,0,1,2,1,4
61-river-street,0,0,1,4,0,0,1,4,1,1,0,0,0,0,0,0,0,0,1,22
365-davisville-avenue,0,0,1,4,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,8
25-rainbow-ridge-avenue,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,4
102-homedale-drive,0,0,1,2,0,0,1,6,0,0,0,0,0,0,0,0,0,0,1,2
220-robert-street,1,1,1,6,0,0,1,4,1,4,0,0,1,1,1,4,0,0,1,18
247-belsize-drive,0,0,1,3,0,0,1,2,1,1,0,0,0,0,0,0,1,1,1,7
3-sonmore-drive,0,0,1,4,1,1,1,4,0,0,0,0,0,0,0,0,1,1,1,3
50-kennedy-park-road,1,1,1,5,0,0,1,3,0,0,0,0,0,0,1,1,0,0,1,12
12-ponymeadow-terrace,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,2
201-divadale-drive,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
183-fern-avenue,0,0,1,1,0,0,1,5,0,0,0,0,0,0,0,0,0,0,1,8
165-pemberton-avenue,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,9
181-invergordon-avenue,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,3
150-delta-street,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
93-crendon-drive,0,0,1,3,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,5
148-margueretta-street,0,0,1,5,1,1,1,5,0,0,0,0,0,0,1,2,0,0,1,8
87-burrows-avenue,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,5
53-heaslip-terrace,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,3
15-bridlewood-boulevard,0,0,1,1,0,0,1,2,1,1,0,0,0,0,0,0,0,0,1,5
86-delaware-avenue,1,1,1,3,1,1,1,4,0,0,0,0,0,0,1,1,0,0,1,11
15-poplar-road,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,3
68-elfreda-boulevard,0,0,0,0,0,0,1,4,0,0,0,0,0,0,1,1,0,0,1,8
21-brian-cliff-drive,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,6
55-parkdale-road,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,4
224-perth-avenue,1,1,1,2,1,1,1,4,0,0,0,0,0,0,1,2,0,0,1,9
20-yore-road,0,0,1,2,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,6
39-otonabee-avenue,1,2,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,2
63-stonedene-boulevard,0,0,1,3,0,0,1,2,0,0,0,0,0,0,0,0,1,3,1,5
324-ossington-avenue,1,1,1,3,0,0,1,6,0,0,0,0,0,0,0,0,0,0,1,10
12-aspendale-drive,1,1,1,2,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,4
25-athabaska-avenue,1,2,1,2,1,2,1,1,0,0,0,0,0,0,0,0,0,0,1,2
15-karen-road,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7
60-twenty-second-street,0,0,1,3,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,5
33-vickson-court,0,0,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,5
32-miles-road,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9
57-belsize-drive,1,2,1,5,1,2,1,1,1,2,0,0,0,0,1,2,1,1,1,8
301-wychwood-avenue,0,0,1,1,0,0,1,2,1,1,0,0,0,0,0,0,0,0,1,9
54-genthorn-avenue,0,0,1,2,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,2
231-hanna-road,0,0,1,4,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,4
5-troutbrooke-drive,0,0,1,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,5
223-belgravia-avenue,0,0,1,2,0,0,1,4,0,0,0,0,0,0,0,0,0,0,1,5
109-burbank-drive,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,5
56-magellan-drive,0,0,1,1,0,0,1,4,0,0,0,0,0,0,0,0,0,0,1,5
150-mclevin-avenue,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,1,5
15-bethany-leigh-drive,1,1,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,1,3
15-natal-avenue,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,7
14-griffen-drive,0,0,1,1,0,0,1,5,0,0,0,0,0,0,0,0,0,0,1,7
101-gulliver-road,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,7
4-bramber-road,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,1,1,7
23-errington-avenue,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,9
12-wilket-road,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
5-west-wareside-road,0,0,1,4,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,4
2-blue-springs-road,0,0,1,2,0,0,1,4,1,1,0,0,0,0,0,0,0,0,1,6
33-coules-court,0,0,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,5
51-robin-hood-road,0,0,1,2,0,0,0,0,1,1,0,0,0,0,0,0,1,2,1,8
94-commonwealth-avenue,0,0,1,2,1,1,1,4,0,0,0,0,0,0,1,1,0,0,1,5
44-isaac-devins-boulevard,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,3
161-macpherson-avenue,1,2,1,4,0,0,1,3,1,1,0,0,0,0,1,2,0,0,1,19
86-lord-roberts-drive,1,1,1,1,1,1,1,3,0,0,0,0,0,0,1,1,1,1,1,5
915-royal-york-road,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,8
539-cranbrooke-avenue,1,2,1,7,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,7
130-claremore-avenue,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,4
26-bond-avenue,1,3,1,8,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,6
68-garthdale-court,1,2,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,4
177-goldhawk-trail,0,0,1,1,0,0,1,6,0,0,0,0,0,0,0,0,0,0,1,3
102-admiral-road,1,3,1,4,0,0,1,2,1,2,0,0,0,0,1,4,0,0,1,22
41-elsfield-road,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,7
66-belanger-cres,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,9
81-savona-drive,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,5
16-cardy-place,0,0,1,2,0,0,1,4,0,0,0,0,0,0,0,0,0,0,1,4
584-indian-grove,0,0,1,3,0,0,1,4,1,1,0,0,0,0,0,0,0,0,1,10
4-hazelridge-drive,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,7
4-sachems-place,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,3
36-mystic-avenue,1,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,5
49-elmhurst-avenue,1,3,1,3,1,4,0,0,1,2,0,0,0,0,1,2,1,2,1,14
152-high-park-avenue,1,1,1,4,0,0,1,4,1,1,0,0,0,0,1,2,0,0,1,8
57-bellman-avenue,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
279-delaware-avenue,0,0,1,1,1,1,1,4,0,0,0,0,0,0,1,2,0,0,1,9
16-barkworth-place,0,0,1,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,5
7-logwood-court,0,0,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,3
9-mentor-boulevard,0,0,1,3,0,0,1,1,1,1,0,0,0,0,0,0,1,2,1,4
22-trenton-terrace,0,0,1,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,12
2-hillfarm-drive,0,0,1,1,0,0,1,5,0,0,0,0,0,0,0,0,0,0,1,4
69-cobblestone-drive,0,0,1,2,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,5
20-strode-drive,0,0,0,0,1,1,1,4,0,0,0,0,0,0,0,0,0,0,1,6
36-elvina-gardens,0,0,1,3,1,3,1,5,0,0,0,0,0,0,0,0,0,0,1,8
54-lillibet-road,1,1,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,7
57-astley-avenue,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,13
129-bellefontaine-street,1,2,1,2,1,2,1,1,1,2,0,0,0,0,0,0,0,0,1,4
127-barton-avenue,0,0,1,4,0,0,1,4,1,4,0,0,0,0,1,3,0,0,1,13
12-greencoat-road,0,0,1,4,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,5
151-bowie-avenue,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,6
151-bathgate-drive,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,4
72-provincetown-road,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,6
59-beatrice-street,1,1,1,4,0,0,1,7,0,0,0,0,0,0,0,0,0,0,1,9
4-carriage-lane,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,8
87-odoardo-di-santo-circle,0,0,1,6,1,1,0,0,1,1,0,0,1,8,1,8,0,0,1,11
202-the-bridle-path,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,5
345-lytton-boulevard,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,4,1,8
222-braymore-boulevard,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,6
47-marcia-avenue,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,5
190-moore-avenue,0,0,1,3,0,0,1,2,1,1,0,0,0,0,0,0,1,1,1,8
75-lord-roberts-drive,1,1,1,1,1,1,1,3,0,0,0,0,0,0,1,1,1,1,1,5
8-carlingwood-court,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,1
348-jaybell-grove,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,3
550-rushton-road,0,0,1,4,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,10
26-eighth-street,0,0,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,10
42-overture-road,0,0,0,0,1,1,1,3,0,0,0,0,0,0,0,0,0,0,1,5
15-sagewood-drive,0,0,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,4
27-tillbrook-court,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,1,3
138-alfred-avenue,1,3,1,3,1,3,1,2,0,0,0,0,0,0,0,0,0,0,1,8
18-paulson-road,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,7
79-cliffwood-road,0,0,1,2,1,1,1,3,0,0,0,0,0,0,0,0,0,0,1,5
630-st-clarens-avenue,0,0,0,0,0,0,1,5,0,0,0,0,0,0,1,1,0,0,1,14
2848-weston-road,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,3
24-kinghorn-avenue,0,0,1,4,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,13
30-barkwin-drive,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,6
428-friendship-avenue,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,3
50-durie-street,0,0,1,2,0,0,1,4,0,0,0,0,0,0,1,2,0,0,1,15
275-birkdale-road,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,3
348-port-royal-trail,1,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,2
9-cross-hill-road,1,2,1,1,1,1,1,4,0,0,0,0,0,0,0,0,0,0,1,3
35-faraday-drive,0,0,1,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,4
26-mulgrove-drive,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4
21-russell-road,0,0,1,3,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,3
978-pape-avenue,1,1,1,3,1,1,1,4,0,0,0,0,0,0,1,1,1,2,1,4
17-parkhurst-boulevard,0,0,1,4,1,1,1,2,0,0,0,0,0,0,0,0,1,1,1,6
21-flora-drive,1,1,1,1,1,1,1,4,0,0,0,0,0,0,0,0,0,0,1,4
1865-bayview-avenue,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,8
425-guildwood-parkway,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,3
1177-college-street,0,0,1,6,1,1,1,5,0,0,0,0,0,0,1,1,0,0,1,8
178-goldhawk-trail,0,0,1,1,0,0,1,6,0,0,0,0,0,0,0,0,0,0,1,3
123-glenvale-boulevard,0,0,1,3,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,3
186-thistle-down-boulevard,1,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,4
121-denton-avenue,1,1,1,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,10
29-chatfield-drive,1,3,1,8,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,8
3-portico-drive,0,0,1,1,0,0,1,3,1,1,0,0,0,0,0,0,0,0,1,4
241-betty-ann-drive,0,0,1,2,0,0,1,2,0,0,0,0,0,0,0,0,1,1,1,4
131-courcelette-road,0,0,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,1,7
910-kennedy-road,0,0,1,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,8
86-fairholme-avenue,1,1,1,3,1,1,1,4,0,0,0,0,0,0,1,2,0,0,1,6
25-white-oak-boulevard,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,6
11-aneta-circle,0,0,1,1,0,0,1,2,1,1,0,0,0,0,0,0,0,0,1,6
36-romfield-drive,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,4
81-fairholme-avenue,1,1,1,5,1,1,1,4,0,0,0,0,0,0,1,2,0,0,1,5
129-wyndale-drive,0,0,1,2,0,0,1,4,0,0,0,0,0,0,0,0,0,0,1,7
94-botfield-avenue,0,0,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,3
3-windy-ridge-drive,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,4
84-waterford-drive,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5
293-belsize-drive,0,0,1,4,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,7
451-whitmore-avenue,0,0,1,1,0,0,1,4,0,0,0,0,0,0,0,0,0,0,1,6
14-seneca-hill-drive,0,0,1,3,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,7
56-shallmar-boulevard,0,0,1,5,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,11
23-tewsley-place,0,0,1,3,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,7
15-roselm-road,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1
123-claremore-avenue,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,4
7-west-hill-drive,0,0,1,1,0,0,1,3,0,0,0,0,0,0,0,0,1,1,1,6
119-winter-gardens-trail,0,0,1,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,5
25-hamer-boulevard,0,0,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,5
634-mcroberts-avenue,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,4
26-grapevine-circle,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,12
24-bradstone-square,1,1,1,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,6
59-mystic-avenue,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,7
14-raglan-avenue,0,0,1,2,0,0,1,2,1,1,0,0,0,0,1,1,0,0,1,12
14-raglan-avenue,0,0,1,2,0,0,1,2,1,1,0,0,0,0,1,1,0,0,1,12
14-raglan-avenue,0,0,1,2,0,0,1,2,1,1,0,0,0,0,1,1,0,0,1,12
14-raglan-avenue,0,0,1,2,0,0,1,2,1,1,0,0,0,0,1,1,0,0,1,12
109-trinity-street,0,0,1,3,0,0,1,3,1,1,0,0,0,0,0,0,0,0,1,18
64-otonabee-avenue,1,2,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,3
39-horton-boulevard,0,0,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,1,5
459-sackville-street,0,0,1,1,0,0,1,5,1,1,0,0,0,0,1,1,1,2,1,13
65-bessborough-drive,0,0,1,2,0,0,1,3,0,0,0,0,0,0,0,0,1,1,1,9
8-mossom-place,1,1,1,1,0,0,1,3,0,0,0,0,0,0,1,1,0,0,1,10
24-farr-avenue,0,0,1,6,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,3
9-wilkins-avenue,0,0,1,3,0,0,1,4,1,1,0,0,0,0,0,0,0,0,1,19
9-greystone-court,0,0,1,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,20
33-hartland-road,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3
25-megan-avenue,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,8
93-freshmeadow-drive,0,0,1,1,0,0,1,2,0,0,0,0,0,0,0,0,1,1,1,1
46-barrymore-road,1,1,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,3
15-degrey-court,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,3
14-raglan-avenue,0,0,1,2,0,0,1,2,1,1,0,0,0,0,1,1,0,0,1,12
95-cultra-square,0,0,0,0,1,1,1,3,0,0,0,0,0,0,0,0,0,0,1,4
125-newlands-avenue,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,1,0,0,1,6
51-davelayne-road,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,5
87-wellesworth-drive,0,0,1,2,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,4
27-stag-hill-drive,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,1,1,5
27-yorkshire-road,0,0,1,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,7
27-andes-road,1,2,1,1,1,1,1,5,0,0,0,0,0,0,0,0,0,0,1,3
14-raglan-avenue,0,0,1,2,0,0,1,2,1,1,0,0,0,0,1,1,0,0,1,12
252-sylvan-avenue,0,0,1,1,0,0,1,3,0,0,1,1,0,0,0,0,1,1,1,5
14-raglan-avenue,0,0,1,2,0,0,1,2,1,1,0,0,0,0,1,1,0,0,1,12
14-raglan-avenue,0,0,1,2,0,0,1,2,1,1,0,0,0,0,1,1,0,0,1,12
22-caronia-square,1,2,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,1,3
34-ikley-road,0,0,1,2,1,1,1,3,0,0,0,0,0,0,0,0,0,0,1,4
14-greenwich-square,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,1,1,1,4
53-charleswood-drive,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6
130-glenrose-avenue,0,0,1,1,0,0,1,2,0,0,0,0,0,0,0,0,1,1,1,9
34-springbank-avenue,0,0,1,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,8
14-embers-drive,0,0,1,4,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,5
