address,within_academy,#_of_academy_within,within_education_centres,#_of_education_centres_within,within_highschool,#_of_highschool_within,within_elementary school,#_of_elementary school_within,within_college,#_of_college_within,within_learning centre,#_of_learning centre_within,within_university,#_of_university_within,within_subway_station,#_of_subway_station_within,within_cemetery,#_of_cemetery_within,within_green_space,#_of_green_space_within
1-mid-pines-road,1,1,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,1,1
442-painted-post-drive,1,1,1,1,0,0,1,5,0,0,0,0,0,0,0,0,0,0,1,4
1-newlove-court,1,1,1,5,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,6
70-spenvalley-drive,0,0,1,1,0,0,1,6,0,0,0,0,0,0,0,0,0,0,1,6
44-evelyn-avenue,1,1,1,6,0,0,1,3,0,0,0,0,0,0,1,2,0,0,1,10
157-milady-road,0,0,1,1,0,0,1,2,0,0,0,0,0,0,0,0,1,1,1,6
34-dunbar-road,0,0,1,1,0,0,1,3,1,1,0,0,0,0,1,1,0,0,1,10
89-rustic-road,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,9
85-atlas-avenue,0,0,1,5,0,0,1,4,0,0,0,0,0,0,0,0,0,0,1,9
4-cranleigh-court,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8
74-muskox-drive,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,3
39-crosland-drive,0,0,1,3,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,4
227-bering-avenue,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,6
200-wanless-avenue,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,6
426-bedford-park-avenue,1,1,1,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,10
319-concord-avenue,1,1,1,4,1,1,1,5,0,0,0,0,0,0,1,3,0,0,1,8
28-sesame-street,0,0,1,3,0,0,1,5,0,0,0,0,0,0,0,0,0,0,1,4
40-fulham-drive,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,4
100-chelwood-road,1,1,1,1,0,0,1,2,0,0,0,0,0,0,1,1,1,2,1,3
71-farmbrook-road,0,0,1,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,6
24-amesbury-drive,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,9
1609-pharmacy-avenue,0,0,1,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,5
7-golden-avenue,1,1,1,3,1,1,1,4,0,0,0,0,0,0,1,2,0,0,1,8
337-manning-avenue,0,0,1,4,0,0,1,6,0,0,0,0,0,0,0,0,0,0,1,7
8-caesar-avenue,0,0,1,3,0,0,1,2,1,1,0,0,0,0,1,3,1,1,1,16
1026-mount-pleasant-road,1,1,1,4,1,3,1,5,0,0,0,0,0,0,0,0,0,0,1,8
70-teignmouth-avenue,0,0,1,2,0,0,1,3,0,0,0,0,0,0,0,0,1,2,1,5
96-invermay-avenue,0,0,1,4,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,6
21-webster-avenue,1,2,1,4,0,0,1,3,0,0,0,0,0,0,1,4,0,0,1,22
16-ennismore-place,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,1,6
320-patricia-avenue,0,0,1,2,1,1,1,3,0,0,0,0,0,0,0,0,1,2,1,3
278-deloraine-avenue,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,4
285-st-clements-avenue,0,0,1,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,1,3
3-byworth-boulevard,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,3
1020-shaw-street,0,0,1,2,0,0,1,4,0,0,0,0,0,0,1,2,0,0,1,9
5-braywin-drive,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,3,1,10
5-delwood-drive,0,0,1,1,0,0,1,4,0,0,0,0,0,0,0,0,1,1,1,4
59-divadale-drive,0,0,1,3,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,5
76-fieldwood-drive,0,0,1,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,4
115-glencairn-avenue,1,1,1,2,0,0,1,2,1,1,0,0,0,0,0,0,0,0,1,9
92-midland-avenue,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,1,1,1,8
5-lynn-road,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,8
95-kendal-avenue,1,2,1,4,0,0,1,2,1,5,0,0,0,0,1,4,0,0,1,24
118-clifton-avenue,1,1,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,5
29-brampton-road,0,0,1,3,0,0,1,2,0,0,0,0,0,0,0,0,1,1,1,4
4-zambri-walk,0,0,1,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,2
161-hudson-drive,0,0,1,1,0,0,1,2,0,0,0,0,0,0,0,0,1,1,1,8
84-thirty-ninth-street,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8
329-armadale-avenue,1,1,1,3,0,0,1,4,0,0,0,0,0,0,1,2,0,0,1,10
1791-kingston-road,0,0,1,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,8
27-glenrose-avenue,0,0,1,1,0,0,1,3,0,0,0,0,0,0,1,2,1,1,1,11
82-chiefswood-square,1,3,0,0,1,2,1,3,1,1,0,0,0,0,0,0,0,0,1,2
35-minho-boulevard,0,0,1,1,0,0,1,6,0,0,0,0,0,0,0,0,0,0,1,9
8-strathearn-road,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9
50-elm-road,1,1,1,1,0,0,1,3,1,1,0,0,0,0,0,0,0,0,1,7
18-rachael-street,0,0,1,3,0,0,1,3,1,1,0,0,0,0,1,2,0,0,1,13
60-salisbury-avenue,0,0,1,1,0,0,1,4,1,1,0,0,0,0,1,1,1,2,1,16
510-crawford-street,1,1,1,5,0,0,1,6,0,0,0,0,0,0,1,2,0,0,1,12
30-aileen-avenue,0,0,1,1,0,0,1,4,0,0,0,0,0,0,0,0,1,1,1,7
117-clifton-road,0,0,1,3,0,0,1,3,1,1,0,0,0,0,0,0,1,1,1,10
204-claremont-street,0,0,1,2,0,0,1,6,0,0,0,0,0,0,0,0,0,0,1,6
264-benson-avenue,0,0,1,1,0,0,1,6,0,0,0,0,0,0,0,0,0,0,1,11
523-douglas-avenue,1,1,1,8,1,1,1,2,0,0,0,0,0,0,0,0,0,0,1,6
144-walmer-road,1,2,1,4,0,0,1,2,1,5,0,0,0,0,1,4,0,0,1,23
347-woburn-avenue,1,1,1,1,0,0,1,2,1,1,0,0,0,0,0,0,0,0,1,6
2-greyswood-court,1,1,1,3,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,7
18-harpreet-circle,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,4
26-brookside-avenue,0,0,1,5,0,0,1,5,0,0,0,0,0,0,0,0,0,0,1,6
137-montrose-avenue,1,1,1,4,0,0,1,7,0,0,0,0,0,0,0,0,0,0,1,10
56-appledale-road,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,4
200-chambers-avenue,0,0,1,2,0,0,1,4,0,0,0,0,0,0,0,0,0,0,1,8
82-fairview-avenue,1,1,1,4,0,0,1,3,0,0,0,0,0,0,1,1,0,0,1,10
12-leighton-court,0,0,1,3,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,8
445-roxton-road,1,1,1,5,0,0,1,6,0,0,0,0,0,0,1,2,0,0,1,10
103-northland-avenue,0,0,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,5
5-fondy-court,0,0,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,3
1-ranwood-drive,1,2,1,3,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,5
37-blacktoft-drive,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,7
1-dorsey-drive,0,0,1,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,4
60-brumwell-street,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,5
16-bushwood-court,1,2,1,1,0,0,1,4,0,0,0,0,0,0,0,0,0,0,1,3
101-banbury-road,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,2
132-cornell-avenue,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,7
4-linton-avenue,0,0,1,2,1,1,1,3,0,0,0,0,0,0,0,0,0,0,1,9
33-prue-avenue,0,0,1,2,0,0,1,3,0,0,0,0,0,0,0,0,1,1,1,9
104-grenbeck-drive,1,1,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,2
228-ryding-avenue,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,11
198-oakmount-road,0,0,1,4,0,0,1,3,1,1,0,0,0,0,1,2,0,0,1,6
63-goldberry-square,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,4
74-laura-road,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,3
69-fontainbleau-drive,0,0,0,0,1,2,1,2,0,0,0,0,0,0,0,0,1,2,1,1
262-clinton-street,1,1,1,5,0,0,1,4,1,1,0,0,0,0,1,2,0,0,1,11
335-howland-avenue,1,1,1,2,0,0,1,1,1,5,0,0,0,0,1,2,0,0,1,16
28-bermuda-avenue,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,5
120-shaftesbury-avenue,0,0,1,2,0,0,1,3,0,0,0,0,0,0,1,3,1,1,1,13
1264-kingston-road,0,0,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,1,8
114-atlas-avenue,0,0,1,5,0,0,1,4,0,0,0,0,0,0,0,0,0,0,1,8
19-barwick-drive,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,3
89-sixth-street,0,0,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,11
333-armadale-avenue,1,1,1,2,0,0,1,4,0,0,0,0,0,0,1,2,0,0,1,9
90-eighth-street,1,1,1,2,0,0,1,2,0,0,0,0,0,0,1,2,0,0,1,11
35-princess-margaret-boulevard,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
18-vankirk-road,1,1,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,2
345-kingsdale-avenue,0,0,1,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,6
7-stoney-creek-drive,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,8
51-creekwood-drive,0,0,0,0,0,0,1,2,1,1,0,0,0,0,0,0,0,0,1,2
67-macdonald-street,0,0,1,4,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,10
97-heman-street,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8
378-roehampton-avenue,0,0,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,1,5
16-inniswood-drive,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,1,1,1,2
108-cowan-avenue,0,0,1,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,13
18-pilkington-drive,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,4
104-valecrest-drive,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,7
22-lupin-drive,0,0,1,3,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,3
82-laurel-avenue,0,0,1,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,4
82-laurel-avenue,0,0,1,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,4
82-laurel-avenue,0,0,1,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,4
82-laurel-avenue,0,0,1,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,4
82-laurel-avenue,0,0,1,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,4
82-laurel-avenue,0,0,1,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,4
2-goldthread-terrace,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6
82-laurel-avenue,0,0,1,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,4
10-chinook-trail,1,1,1,4,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,6
148-humbervale-boulevard,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,5
8-crown-court,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,2
47-melville-avenue,0,0,1,2,0,0,1,5,0,0,0,0,0,0,1,2,0,0,1,9
82-laurel-avenue,0,0,1,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,4
4-mcmorrow-court,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,3
88-ellins-avenue,0,0,1,4,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,12
240-sixth-street,0,0,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,5
6-thorn-lane,1,1,1,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,6
70-charlottetown-boulevard,0,0,1,1,0,0,1,4,0,0,0,0,0,0,0,0,0,0,1,5
35-olive-avenue,0,0,1,3,0,0,1,2,1,5,0,0,0,0,1,2,0,0,1,14
25-peking-road,0,0,1,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,4
199-invergordon-avenue,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,1,1,1,3
102-tower-drive,0,0,1,1,0,0,1,4,0,0,0,0,0,0,0,0,0,0,1,3
376-manning-avenue,0,0,1,5,0,0,1,5,0,0,0,0,0,0,0,0,0,0,1,9
26-hargrove-lane,0,0,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,4
1090-warden-avenue,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,1,1,2
54-burnhamthorpe-park-boulevard,0,0,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,3
11-timgren-drive,1,1,1,2,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,3
4-wetherfield-place,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,4
226-rosemount-avenue,0,0,0,0,0,0,1,4,1,2,0,0,0,0,0,0,1,1,1,9
226-rosemount-avenue,0,0,0,0,0,0,1,4,1,2,0,0,0,0,0,0,1,1,1,9
226-rosemount-avenue,0,0,0,0,0,0,1,4,1,2,0,0,0,0,0,0,1,1,1,9
226-rosemount-avenue,0,0,0,0,0,0,1,4,1,2,0,0,0,0,0,0,1,1,1,9
313-gilmour-avenue,0,0,1,1,0,0,1,4,0,0,0,0,0,0,0,0,0,0,1,10
33-randolph-road,0,0,1,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,3
153-cameron-avenue,0,0,1,2,1,4,1,2,0,0,0,0,0,0,1,1,1,1,1,8
82-bexhill-avenue,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,1,1,1,5
134-morningside-avenue,1,1,1,1,0,0,1,3,0,0,0,0,0,0,1,2,0,0,1,15
134-morningside-avenue,1,1,1,1,0,0,1,3,0,0,0,0,0,0,1,2,0,0,1,15
186-dawlish-avenue,0,0,1,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,5
36-luverne-avenue,1,1,1,4,0,0,1,2,0,0,0,0,0,0,1,1,0,0,1,6
44-edhouse-avenue,1,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,9
163-gore-vale-avenue,0,0,1,1,0,0,1,6,0,0,0,0,0,0,0,0,0,0,1,9
62-rameau-drive,0,0,1,4,0,0,1,4,0,0,0,0,0,0,0,0,1,1,1,8
226-rosemount-avenue,0,0,0,0,0,0,1,4,1,2,0,0,0,0,0,0,1,1,1,9
148-glendale-avenue,0,0,1,1,0,0,1,5,0,0,0,0,0,0,0,0,0,0,1,3
103-morningside-avenue,1,1,1,1,0,0,1,3,0,0,0,0,0,0,1,2,0,0,1,15
9-magwood-court,0,0,1,5,0,0,1,4,0,0,0,0,0,0,0,0,0,0,1,8
4-acton-avenue,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7
41-wye-valley-road,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1
59-danesbury-avenue,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,1,0,0,1,9
73-invergordon-avenue,1,2,1,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,1,3
226-rosemount-avenue,0,0,0,0,0,0,1,4,1,2,0,0,0,0,0,0,1,1,1,9
226-rosemount-avenue,0,0,0,0,0,0,1,4,1,2,0,0,0,0,0,0,1,1,1,9
226-rosemount-avenue,0,0,0,0,0,0,1,4,1,2,0,0,0,0,0,0,1,1,1,9
76-strathearn-road,0,0,1,7,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,10
100-cranbrooke-avenue,0,0,1,2,0,0,1,4,1,1,0,0,0,0,1,1,0,0,1,8
85-fairlawn-avenue,0,0,1,2,0,0,1,3,1,1,0,0,0,0,1,1,0,0,1,5
38-marmot-street,0,0,1,4,1,1,1,2,1,1,0,0,0,0,0,0,0,0,1,4
11-scranton-road,1,1,1,3,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,4
17-kingsmill-road,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,2,1,1,1,4
36-high-point-road,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1
115-jim-baird-mews,1,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,2
46-montclair-avenue,0,0,1,4,1,1,1,2,1,1,0,0,0,0,1,1,0,0,1,11
135-stevenson-road,1,1,1,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,7
23-lower-links-road,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,2,1,8
130-russett-avenue,0,0,1,2,1,1,1,4,0,0,0,0,0,0,1,2,0,0,1,11
55-lynngrove-avenue,0,0,1,2,0,0,1,1,1,1,0,0,0,0,1,2,1,1,1,7
57-thornbeck-drive,1,1,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,1,2
59-lilian-drive,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,1,1,1
42-wimbleton-road,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,10
75-gradwell-drive,1,1,1,2,0,0,1,3,0,0,0,0,0,0,1,2,0,0,1,11
226-derrydown-road,0,0,1,2,0,0,1,4,0,0,0,0,0,0,0,0,0,0,1,7
82-kersdale-avenue,0,0,1,2,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,7
28-durban-road,0,0,1,2,0,0,1,1,0,0,0,0,0,0,1,2,0,0,1,8
8-metcalfe-street,0,0,1,1,0,0,1,5,1,1,0,0,0,0,1,1,1,2,1,15
28-durban-road,0,0,1,2,0,0,1,1,0,0,0,0,0,0,1,2,0,0,1,8
1-palace-arch-drive,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
35-ravensbourne-cres,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,4
23-eringate-drive,0,0,1,2,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,2
37-bournville-drive,0,0,1,1,0,0,1,3,0,0,1,1,0,0,0,0,1,1,1,6
11-briarly-lane,0,0,1,3,0,0,1,1,1,1,0,0,0,0,1,1,1,2,1,7
28-durban-road,0,0,1,2,0,0,1,1,0,0,0,0,0,0,1,2,0,0,1,8
28-durban-road,0,0,1,2,0,0,1,1,0,0,0,0,0,0,1,2,0,0,1,8
215-hanna-road,0,0,1,4,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,5
28-durban-road,0,0,1,2,0,0,1,1,0,0,0,0,0,0,1,2,0,0,1,8
28-durban-road,0,0,1,2,0,0,1,1,0,0,0,0,0,0,1,2,0,0,1,8
28-durban-road,0,0,1,2,0,0,1,1,0,0,0,0,0,0,1,2,0,0,1,8
49-wanless-avenue,0,0,1,1,0,0,1,2,1,1,0,0,0,0,1,1,0,0,1,9
47-longhope-place,0,0,0,0,0,0,1,4,0,0,0,0,0,0,1,1,0,0,1,6
54-manor-haven-road,1,2,1,8,1,1,1,3,0,0,0,0,0,0,0,0,0,0,1,5
378-hillmount-avenue,1,1,1,1,0,0,1,2,1,1,0,0,0,0,0,0,0,0,1,7
28-durban-road,0,0,1,2,0,0,1,1,0,0,0,0,0,0,1,2,0,0,1,8
293-poyntz-avenue,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,8
108-dupont-street,1,3,1,3,0,0,1,3,1,1,0,0,0,0,1,3,0,0,1,20
189-richard-clark-drive,0,0,1,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,5
7-northern-place,0,0,1,5,0,0,1,5,0,0,0,0,0,0,0,0,0,0,1,9
158-prescott-avenue,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,1,8
25-gormley-avenue,1,2,1,3,0,0,1,1,1,1,0,0,0,0,1,2,1,1,1,6
91-amelia-street,0,0,1,2,0,0,1,4,1,1,0,0,0,0,1,1,1,2,1,14
222-elmhurst-avenue,0,0,1,2,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,6
92-queen-anne-road,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,10
98-kalmar-avenue,1,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,9
102-queensbury-avenue,1,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,9
341-castlefield-avenue,0,0,0,0,1,1,1,3,0,0,0,0,0,0,0,0,1,4,1,4
58-gilley-road,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,3
22-millmere-drive,0,0,1,2,0,0,1,4,0,0,0,0,0,0,0,0,0,0,1,3
215a-chambers-avenue,0,0,1,2,0,0,1,4,0,0,0,0,0,0,0,0,0,0,1,8
266-grace-street,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,2,1,4
130-wincott-drive,0,0,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,4
23-anndale-drive,1,4,1,3,1,6,1,2,1,2,0,0,0,0,1,1,1,1,1,9
5-inniscross-cres,1,4,1,3,1,3,1,2,1,1,0,0,0,0,0,0,0,0,1,6
7-montana-avenue,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,9
47-bobmar-road,0,0,1,1,0,0,1,3,0,0,0,0,1,1,0,0,1,2,1,6
24-kilbarry-road,1,2,1,3,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,7
37-collinson-boulevard,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7
687-windermere-avenue,1,1,1,4,0,0,1,7,0,0,0,0,0,0,1,1,0,0,1,6
70-winnett-avenue,0,0,1,5,0,0,1,4,0,0,0,0,0,0,0,0,0,0,1,8
6-antioch-drive,0,0,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,2
35-holbrooke-avenue,1,1,1,3,0,0,1,2,1,2,0,0,0,0,0,0,0,0,1,6
37-callowhill-drive,0,0,1,5,1,1,1,2,0,0,0,0,0,0,0,0,1,1,1,3
325-perth-avenue,0,0,1,4,1,1,1,4,0,0,0,0,0,0,1,1,0,0,1,10
12-flora-drive,1,1,1,1,1,1,1,4,0,0,0,0,0,0,0,0,0,0,1,3
191-franklin-avenue,0,0,1,3,1,1,1,4,0,0,0,0,0,0,1,1,0,0,1,12
21-devondale-avenue,0,0,1,1,0,0,1,2,0,0,1,1,0,0,0,0,0,0,1,4
29-willamere-drive,1,1,0,0,1,1,1,2,0,0,0,0,0,0,0,0,1,2,1,3
2569-kingston-road,0,0,0,0,1,1,1,4,0,0,0,0,0,0,0,0,1,2,1,5
95-douglas-avenue,1,1,1,1,0,0,1,4,1,2,0,0,0,0,1,1,0,0,1,7
40-zenith-drive,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,4
5-valia-road,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,8
101-natal-avenue,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,4
92-alameda-avenue,0,0,1,5,0,0,1,3,0,0,0,0,0,0,1,1,0,0,1,6
39-medalist-road,0,0,1,2,0,0,1,3,0,0,0,0,0,0,0,0,1,1,1,7
57-lavender-road,0,0,1,2,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,8
96-superior-avenue,0,0,1,7,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,11
11-billcar-road,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,3
37-huntley-street,1,1,1,6,0,0,1,5,1,2,0,0,0,0,1,3,0,0,1,19
32-deforest-road,1,1,1,4,0,0,1,3,0,0,0,0,0,0,1,2,0,0,1,16
29-gunton-drive,0,0,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,3
45-eastwood-avenue,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,9
499-cranbrooke-avenue,1,2,1,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,7
5-silverton-avenue,0,0,1,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,7
31-packard-boulevard,1,1,1,2,0,0,1,4,0,0,0,0,0,0,0,0,0,0,1,5
31-randolph-road,0,0,1,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,5
276-lauder-avenue,0,0,1,2,0,0,1,3,1,2,0,0,0,0,0,0,0,0,1,3
28-chopin-avenue,1,1,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,1,4
580-rouge-hills-drive,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,4
176-winona-drive,0,0,1,3,0,0,1,5,0,0,0,0,0,0,0,0,0,0,1,8
65-kitchener-road,0,0,1,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,1,4
79-wharton-square,0,0,1,1,0,0,1,6,0,0,0,0,0,0,0,0,0,0,1,3
234-braymore-boulevard,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,5
63-northey-drive,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,6
547-delaware-ave-n,0,0,1,2,0,0,1,3,1,5,0,0,0,0,0,0,0,0,1,14
72-glenwood-avenue,1,1,1,7,0,0,1,6,0,0,0,0,0,0,1,1,0,0,1,8
14-barksdale-avenue,1,2,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,6
251-bellwoods-avenue,0,0,1,4,0,0,1,7,0,0,0,0,0,0,0,0,0,0,1,8
45-copping-road,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,1,1,1,1
33-flindon-road,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,4
44-cherrywood-avenue,0,0,1,3,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,10
39-wilmont-drive,0,0,1,2,0,0,1,3,1,1,0,0,0,0,0,0,0,0,1,7
135-yorkminster-road,0,0,1,2,1,1,1,3,0,0,0,0,0,0,0,0,0,0,1,9
113-patricia-avenue,1,1,1,4,1,5,1,1,0,0,0,0,0,0,0,0,0,0,1,4
36-fulford-place,0,0,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,4
10-martinview-court,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5
46-golfdown-drive,1,1,1,5,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,5
