_id,Category,Supporting Ministry,Community,Project,Status,Target Completion Date,Description,Result,Area,Region,Address,Postal Code,Highway / Transit Line,Estimated Total Budget,Municipal Funding,Provincial Funding,Federal Funding,Other Funding,Website,Latitude,Longitude
590,Education,Education,Richmond Hill,Oak Ridges Public Secondary School,Planning,Sep-24,Construction of new school,New facility to accommodate 1250 students in a growing community,York,Central,36 REGATTA AVE,,,24438597,,Yes,,,,43.95264838,-79.45759074
591,Education,Education,Russell,Mother Teresa Catholic Elementary School,Planning,Sep-26,Expansion of existing school,New classroom addition of 138 pupil places for a growing school,Prescott and Russell,East,1035 CONCESSION ST,K4R 1G7,,3787976,,Yes,,,,45.2637,-75.3615
592,Education,Education,Sarnia,Great Lakes Public Secondary School,Complete,Sep-18,Renovation of existing school,Renovation to address accommodation needs as a result of a consolidation,Lambton,Southwest,340 MURPHY RD,N7S 2X1,,25242875,,Yes,,Yes,,42.96695,-82.366
593,Education,Education,Sarnia,Gregory A Hogan Catholic Elementary School,Planning,Sep-23,Construction of new school,"New facility to accommodate 659 students in a growing community, including the construction of 88 child care spaces",Lambton,Southwest,TBD,TBD,,17244018,,Yes,,Yes,,,
594,Education,Education,Sault Ste. Marie,St. Francis French Immersion Catholic School,Complete,Sep-11,Expansion of existing school,Minor school addition and renovation to accommodate Full Day Kindergarten students,Algoma,Northeast,147 Brookfield Ave,P6C 5P2,,0,,Yes,,,,46.532451,-84.39749
595,Education,Education,Sault Ste. Marie,St. Mary's College Catholic Secondary School,Complete,Sep-15,New school built,"Accommodates about 1,400 Gr. 9 to 12 students",Algoma,Northeast,868 Second Line E,P6B 4K4,,0,,Yes,,,,46.538757,-84.306976
596,Education,Education,Sault Ste. Marie,Alexander Henry Public Elementary School,Complete,Sep-18,Renovation of existing school,"Renovation to improve school condition, including 49 child care spaces",Algoma,Northeast,232 NORTHERN AVE E,P6B 4H6,,17873051,,Yes,,Yes,,46.53525734,-84.3253486
597,Education,Education,Sault Ste. Marie,St. Basil Catholic Elementary School,Complete,Sep-17,Renovation of existing school,"Renovation to address accommodation needs as a result of a consolidation, including 49 child care spaces and 1 child and family room",Algoma,Northeast,250 ST GEORGE'S AVE E,P6B 1X5,,10979157,,Yes,,Yes,,46.522729,-84.329217
598,Education,Education,Sault Ste. Marie,St. Mary's College Catholic Secondary School,Complete,Sep-15,New school built,New facility to accommodate 1413 students as a result of a consolidation,Algoma,Northeast,868 SECOND LINE E,P6B 4K4,,52380988,,Yes,,Yes,,46.540268,-84.30682
599,Education,Education,Sault Ste. Marie,Tarentorus Public Elementary School,Planning,Sep-23,Expansion of existing school,"New classroom addition of 92 pupil places for a growing school, including 49 child care spaces",Algoma,Northeast,96 NORTHWOOD ST,P6B 4M4,,4427952,,Yes,,,,46.54581362,-84.30800343
600,Education,Education,Sault Ste. Marie,HM Robbins Public Elementary School,Planning,Sep-26,Expansion of existing school,"New classroom addition of 26 pupil places for a growing school, including 64 child care spaces",Algoma,Northeast,83 EAST BALFOUR ST,P6C 1X4,,4538740,,Yes,,,,46.5328,-84.38951
601,Education,Education,Selwyn,Lakefield Public Elementary School,Complete,Sep-17,Renovation of existing school,School renovation to address accommodation needs as a result of a consolidation,Peterborough,East,71 BRIDGE ST,K0L 2H0,,7264442,,Yes,,Yes,,44.419,-78.2801
602,Education,Education,Severn,Severn Shores Public Elementary School,Complete,Sep-16,New school built,New facility to accommodate 317 students as a result of a consolidation,Simcoe,Central,2746 CUMBERLAND BEACH RD,L0K 1G0,,8880224,,Yes,,,,44.70223,-79.39028
603,Education,Education,Shelburne,Hyland Heights Public Elementary School,Planning,2023,Expansion of existing school,New classroom addition of 92 pupil places for a growing school,Dufferin,Central,200 FOURTH AVE,L9V 3R9,,2697715,,Yes,,Yes,,44.08240873,-80.21117579
604,Education,Education,Sioux Lookout,Queen Elizabeth District Public Secondary School,Complete,Sep-18,Construction of new school,New replacement facility to accommodate 513 students,Kenora,Northwest,86 THIRD AVE N,P8T 1A9,,28866492,,Yes,,Yes,,50.1094544,-91.91154857
605,Education,Education,Smiths Falls,Smiths Falls Catholic Elementary School,Complete,Sep-18,Construction of new school,"New facility to accommodate 423 students as a result of a consolidation, including the construction of 35 child care spaces and of 5 child and family rooms",Lanark,East,4 ROSS ST,K7A 4L5,,14467499,,Yes,,,,44.88559082,-76.02264426
606,Education,Education,Smooth Rock Falls,Smooth Rock Falls Public Elementary School,Complete,Sep-16,Renovation of existing school,School renovation to address accommodation needs as a result of a consolidation,Cochrane,Northeast,50 THIRD ST,P0L 2B0,,715991,,Yes,,,,49.277314,-81.63422
607,Education,Education,South Algonquin,St. Martin Catholic Elementary School,Complete,Sep-17,Renovation of existing school,School renovation to address accommodation needs as a result of a consolidation,Nipissing,Northeast,1 POST ST,K0J 2M0,,1993036,,Yes,,Yes,,45.49137,-78.23608
608,Education,Education,South Bruce,Sacred Heart Catholic Elementary School,Complete,Sep-16,Expansion of existing school,New classroom addition of 52 pupil places for a growing school,Bruce,Southwest,18 PETER ST S,N0G 2J0,,1901428,,Yes,,Yes,,44.039907,-81.117277
609,Education,Education,South Glengarry,Williamstown Public Elementary School,Under construction,Sep-23,Expansion of existing school,New classroom addition of 121 pupil places for a growing school,"Stormont, Dundas and Glengarry",East,19754 COUNTY RD 17,K0C 2J0,,6632838,,Yes,,Yes,,45.13455878,-74.5508959
610,Education,Education,South Stormont,Our Lady of Good Counsel Catholic Elementary School,Complete,Sep-16,Expansion of existing school,New classroom addition of 49 pupil places to accommodate students as a result of a consolidation,"Stormont, Dundas and Glengarry",East,52 DICKINSON DR,K0C 1M0,,1205503,,Yes,,,,45.0034,-74.9915
611,Education,Education,Springwater,Elmvale District Public Secondary School,Complete,Sep-18,Expansion of existing school,New classroom addition of 180 pupil places for a growing school,Simcoe,Central,25 LAWSON ST,L0L 1P0,,11431663,,Yes,,Yes,,44.57957,-79.86481
612,Education,Education,St. Catharines,Harriet Tubman Public Elementary School,Complete,Sep-15,New school built,Accommodates about 600 kindergarten to Gr. 8 students,Niagara,Central,84 Henry St,L2R 5V4,,0,,Yes,,,,43.168761,-79.248443
613,Education,Education,St. Catharines,Harriet Tubman Public Elementary School,Complete,Sep-15,New school built,New facility to accommodate 599 students as a result of a consolidation,Niagara,Central,84 HENRY ST,L2R 5V4,,11107181,,Yes,,Yes,,43.16866,-79.24843
614,Education,Education,St. Clair,Sacred Heart Catholic Elementary School,Planning,Sep-23,Expansion of existing school,"New classroom addition of 46 pupil places to accommodate students and improve school condition, including 49 child care spaces",Lambton,Southwest,434 JOHN ST,N0P 2B0,,3105351,,Yes,,,,42.65784833,-82.50046476
615,Education,Education,St. Thomas,St. Anne's Catholic Elementary School,Under construction,2021,Renovation of existing school,Renovation to accommodate for Full Day Kindergarten,Elgin,Southwest,84 PARK AVE,N5R 4W1,,284074,,,,Yes,,42.76771,-81.17034
616,Education,Education,St. Thomas,St. Anne's Catholic Elementary School,Planning,Sep-24,Expansion of existing school,New classroom addition of 210 pupil places for a growing school,Elgin,Southwest,84 PARK AVE,N5R 4W1,,4879887,,Yes,,,,42.76800965,-81.1707016
617,Education,Education,Stirling-Rawdon,Stirling Senior Public Elementary School,Complete,Sep-15,New school built,New replacement facility to accommodate 600 students,Hastings,East,107 ST JAMES ST,K0K 3E0,,13240907,,Yes,,Yes,,44.29367,-77.55213
618,Education,Education,Stratford,Stratford Central Public Secondary School,Complete,Jan-21,Expansion of existing school,New classroom addition of 168 pupil places to accommodate students as a result of condition,Perth,Southwest,60 ST ANDREW ST,N5A 1A3,,6941590,,Yes,,Yes,,43.37092,-80.98646
619,Education,Education,Tay,Tay Shores Public Elementary School,Complete,Sep-16,Expansion of existing school,New classroom addition of 239 pupil places to accommodate students as a result of a consolidation,Simcoe,Central,125 JEPHSON ST,L0K 2A0,,7956561,,Yes,,Yes,,44.751,-79.77061
620,Education,Education,Tay,St. Antoine Daniel Catholic Elementary School,Planning,2023,Expansion of existing school,"Expansion to accommodate school population as a result of a consolidation, including 39 child care spaces",Simcoe,Central,460 PARK ST,L0K 2A0,,1198757,,Yes,,,,44.7464,-79.7613
621,Education,Education,Tecumseh,North Shore Public Elementary School,Under construction,Sep-23,Construction of new school,"New replacement facility to accommodate 651 students, including the construction of 73 child care spaces",Essex,Southwest,AMY CROFT / COMMERCIAL,,,22453165,,Yes,,Yes,,42.307008,-82.861027
622,Education,Education,Tecumseh,Tecumseh Vista Public Elementary and Secondary School,Complete,Sep-15,Expansion of existing school,New classroom addition of 411 pupil places to accommodate students as a result of a consolidation,Essex,Southwest,11555 SHIELDS ST,N8N 0C1,,10710439,,Yes,,,,42.27812,-82.89233
623,Education,Education,Temiskaming Shores,École élémentaire catholique Saint-Michel,Complete,Sep-17,Expansion of existing school,New classroom addition of 78 pupil places to accommodate students as a result of a consolidation,Timiskaming,Northeast,998075 HIGHWAY 11 N,P0J 1P0,,7822432,,Yes,,Yes,,47.54344,-79.67363
624,Education,Education,Temiskaming Shores,Timiskaming District Public Secondary School,Complete,Sep-15,Renovation of existing school,School renovation to address accommodation needs as a result of a consolidation,Timiskaming,Northeast,90 NIVEN ST N,P0J 1P0,,870565,,Yes,,,,47.51151,-79.67961
625,Education,Education,The Nation,école élémentaire catholique Saint-Viateur,Planning,Sep-23,Expansion of existing school,New classroom addition of 115 pupil places for a growing school,Prescott and Russell,East,205 LIMOGES RD,K0A 2M0,,2804053,,Yes,,,,45.35018,-75.2632
626,Education,Education,Thorne Local services board,École élémentaire catholique Mariale,Complete,Sep-15,Renovation of existing school,School renovation as a result of condition of school,Parry Sound,Northeast,1000 BIRCH ST,P0H 2J0,,1998000,,Yes,,,,46.700237,-79.103482
627,Education,Education,Thorold,Richmond Street Public Elementary School,Complete,Apr-20,Expansion of existing school,New classroom addition of 101 pupil places for a growing school,Niagara,Central,153 RICHMOND ST,L2V 3H3,,2142457,,Yes,,,,43.11686,-79.21437
628,Education,Education,Thorold,Monsignor Clancy Catholic Elementary School,Under construction,2022,Expansion of existing school,"New classroom addition of 104 pupil places to accommodate students as a result of consolidation, including 49 child care spaces",Niagara,Central,41 COLLIER RD S,L2V 3S9,,5131382,,Yes,,,,43.12173,-79.21593
629,Education,Education,Thunder Bay,Kingsway Park Public Elementary School,Complete,Sep-17,Expansion of existing school,"New classroom addition of 101 pupil places to accommodate students as a result of a consolidation, including 49 child care spaces",Thunder Bay,Northwest,315 EMPIRE AVE,P7E 4R9,,6015680,,Yes,,,,48.37209,-89.26674
630,Education,Education,Thunder Bay,École élémentaire catholique Franco-Supérieur,Complete,Sep-16,Expansion of existing school,Minor school addition and renovation to accommodate a child care centre,Thunder Bay,Northwest,220 ELGIN ST,P7A 0A4,,600534,,,,Yes,,48.440723,-89.214737
631,Education,Education,Thunder Bay,École Elsie MacGill Public Elementary School,Complete,Sep-20,New school built,"New facility to accommodate 745 students as a result of a consolidation, including the construction of 49 child care spaces",Thunder Bay,Northwest,130 CHURCHILL DR W,P7C 1V5,,32180790,,Yes,,Yes,,48.38839,-89.28096
632,Education,Education,Thunder Bay,Wesgate Public Secondary School,Complete,Sep-18,Expansion of existing school,New classroom addition of 79 pupil places to accommodate students as a result of a consolidation,Thunder Bay,Northwest,707 JAMES ST S,P7E 2V9,,7164119,,Yes,,Yes,,48.37316,-89.29105
633,Education,Education,Thunder Bay,École secondaire catholique de La Vérendrye,Complete,Sep-15,Renovation of existing school,School renovation as a result of condition of school,Thunder Bay,Northwest,175 HIGH ST N,P7A 8C7,,1200000,,,,Yes,,48.443539,-89.228698
634,Education,Education,Thunder Bay,Winston Churchill Public Secondary School,Complete,Sep-18,Demolition,Full/Partial demolition of the existing facility,Thunder Bay,Northwest,130 CHURCHILL DR W,P7C 1V5,,3491187,,Yes,,,,48.389,-89.28265
635,Education,Education,Thunder Bay,école élémentaire publique Thunder Bay,Planning,Sep-26,Renovation of existing school,Renovation to accommodate 257 underserved French-language students,Thunder Bay,Northwest,TBD,P7C 1H2,,1100000,,Yes,,,,,
636,Education,Education,Thunder Bay District,Savant Lake Public Elementary School,Planning,Sep-23,Construction of new school,New replacement facility to accommodate 95 students,Thunder Bay,Northwest,FIRST ST,POV 2S0,,4750222,,Yes,,,,,
637,Education,Education,Tillsonburg,Annandale Public Elementary School,Complete,Sep-14,Renovation of existing school,Converted middle and high school into elementary (kindergarten to Gr. 8) to accommodate 580 students,Oxford,Southwest,60 Tillson Ave,N4G 3A1,,0,,Yes,,,,42.864131,-80.721089
638,Education,Education,Tillsonburg,South Ridge Public Elementary School,Complete,Sep-14,Expansion of existing school,New classrooms add 118 new pupil places for growing school (now roughly 400students),Oxford,Southwest,10 South Ridge Rd,N4G 0C1,,0,,Yes,,,,42.883564,-80.755564
639,Education,Education,Tillsonburg,Westfield Public Elementary School,Complete,Sep-15,New school built,New facility to accommodate 602 students as a result of a consolidation,Oxford,Southwest,102 DEREHAM DR,N4G 0G5,,11350455,,Yes,,,,42.8585,-80.748768
640,Education,Education,Timmins,Pope Francis Catholic Elementary School,Complete,Sep-18,Expansion of existing school,"New classroom addition of 150 pupil places to accommodate students as a result of a consolidation, including 34 child care spaces",Cochrane,Northeast,387 BALSAM ST N,P4N 6H5,,8248106,,Yes,,Yes,,48.48385,-81.3314
641,Education,Education,Timmins,École élémentaire publique Lionel-Gauthier,Complete,Sep-16,Expansion of existing school,New classroom addition of 46 pupil places for a growing school,Cochrane,Northeast,145 ST. JEAN ST,P4R 0J7,,949521,,,,Yes,,48.478105,-81.383183
642,Education,Education,Timmins,École élémentaire publique Lionel Gauthier,Complete,Sep-16,New school built,New replacement facility to accommodate 300 students,Cochrane,Northeast,145 ST. JEAN ST,P4R 0J7,,10961048,,Yes,,Yes,,48.478105,-81.383183
643,Education,Education,Toronto,Blessed Cardinal Newman Catholic Secondary School,Planning,Sep-24,Construction of new school,New facility to accommodate 1110 students in a growing community,Toronto,Central,100 BRIMLEY RD S,M1M 3X4,,30576050,,Yes,,,,43.71291003,-79.2426899
644,Education,Education,Toronto,St. Eugene Catholic Elementary School,Complete,Sep-17,Expansion of existing school,New classroom addition of 308 pupil places for a growing school,Toronto,Central,30 WESTROYAL RD,M9P 2C3,,9432474,,Yes,,Yes,,43.692456,-79.536736
645,Education,Education,Toronto,St. Paschal Baylon Catholic Elementary School,Complete,Sep-18,Expansion of existing school,New classroom addition of 404 pupil places for a growing school,Toronto,Central,15 ST. PASCHAL CRT,M2M 1X6,,13791511,,Yes,,Yes,,43.79192,-79.43164
646,Education,Education,Toronto,St. Simon Catholic Elementary School,Complete,Sep-18,Construction of new school,New facility to accommodate 542 students in a growing community,Toronto,Central,24 STRATHBURN BLVD,M9M 2K3,,12445827,,Yes,,Yes,,43.71874144,-79.53338855
647,Education,Education,Toronto,St. Ursula Catholic Elementary School,Complete,Sep-17,Expansion of existing school,New classroom addition of 69 pupil places for a growing school,Toronto,Central,215 LIVINGSTON RD,M1E 1L8,,3013889,,Yes,,Yes,,43.749837,-79.199748
648,Education,Education,Toronto,St. Victor Catholic Elementary School,Complete,Sep-14,Expansion of existing school,New classrooms increase school population to more than 465 kindergarten to Gr. 8 students,Toronto,Central,20 Bernadine St,M1P 4M2,,0,,Yes,,,,43.768382,-79.26073
649,Education,Education,Toronto,St. Norbert Catholic Elementary School,Complete,Sep-11,Construction of new school,New facility to accommodate 536 students in a growing community,Toronto,Central,60 MANIZA RD,M3K 1R6,,2261844,,Yes,,,,43.597778,-79.516781
650,Education,Education,Toronto,W Tredway / JS Woodsworth Public Elementary School,Complete,Sep-15,Expansion of existing school,,Toronto,Central,120 Sedgemount Dr,M1H 1X9,,0,,Yes,,,,43.765414,-79.234627
651,Education,Education,Toronto,Pope Francis Catholic Elementary School,Complete,Sep-16,Renovation of existing school,School renovation to address accommodation needs as a result of a consolidation,Toronto,Central,319 OSSINGTON AVE,M6J 3A6,,254556,,Yes,,,,43.650994,-79.421371
652,Education,Education,Toronto,Avondale Public Elementary School,Complete,Sep-18,Construction of new school,"New facility to accommodate 553 students in a growing community, including the construction of 88 child care spaces",Toronto,Central,171 AVONDALE AVE,M2N 2V4,,25845346,,Yes,,Yes,,43.759545,-79.400396
653,Education,Education,Toronto,Lawrence Midland Public Secondary School,Complete,Dec-19,Construction of new school,New facility to accommodate 1509 students as a result of a consolidation,Toronto,Central,MIDLAND / LAWRENCE E,M1P 3C1,,49406616,,Yes,,Yes,,43.66673212,-79.38310605
654,Education,Education,Toronto,Bloor Public Secondary School,Under construction,Mar-24,Construction of new school,New facility to accommodate 922 students as a result of a consolidation,Toronto,Central,1141 BLOOR ST W,M6H 1M9,,52240129,,Yes,,Yes,,43.659015,-79.43529
655,Education,Education,Toronto,Davisville Junior Public Elementary School,Complete,Sep-21,Construction of new school,"New facility to accommodate 728 students in a growing community, including the construction of 62 child care spaces",Toronto,Central,43 MILLWOOD RD,M4S 1J6,,34930974,,Yes,,Yes,,43.6992218,-79.39484091
656,Education,Education,Toronto,George Webster  Public Elementary School,Complete,Sep-17,Construction of new school,New facility to accommodate 848 students in a growing community,Toronto,Central,50 CHAPMAN AVE,M4B 1C5,,21086846,,Yes,,Yes,,43.68882026,-79.5182766
657,Education,Education,Toronto,Terry Fox Public Elementary School,Under construction,Sep-23,Expansion of existing school,"New classroom addition of 276 pupil places for a growing school, including 88 child care spaces",Toronto,Central,185 WINTERMUTE BLVD,M1W 3M9,,12396337,,Yes,,Yes,,43.8158403,-79.3190106
658,Education,Education,Toronto,Hodgson Public Middle School,Planning,Sep-24,Expansion of existing school,New classroom addition of 391 pupil places for a growing school,Toronto,Central,282 DAVISVILLE AVE,M4S 1H2,,18286235,,Yes,,,,43.70115,-79.38492
659,Education,Education,Toronto,Courcelette Public Elementary School,Planning,Sep-24,Expansion of existing school,New classroom addition of 138 pupil places for a growing school,Toronto,Central,100 FALLINGBROOK RD,M1N 2T6,,3221934,,Yes,,,,43.6790881,-79.2785357
660,Education,Education,Toronto,Danforth Public Secondary School,Complete,Sep-17,Renovation of existing school,School renovation to address accommodation needs as a result of a consolidation,Toronto,Central,800 GREENWOOD AVE,M4J 4B7,,3783266,,Yes,,,,43.68283,-79.33408
661,Education,Education,Toronto,Monarch Park Public Secondary School,Complete,Sep-17,Renovation of existing school,School renovation to address accommodation needs as a result of a consolidation,Toronto,Central,1 HANSON ST,M4J 1G6,,845508,,Yes,,,,43.678642,-79.323138
662,Education,Education,Toronto,Castlebar Public Elementary School,Complete,Sep-17,Renovation of existing school,School renovation,Toronto,Central,70 CHARTWELL RD,M8Z 4G6,,1044187,,Yes,,,,43.63058,-79.51384
663,Education,Education,Toronto,St. Augustine of Canterbury Catholic Elementary School,Complete,Sep-19,Expansion of existing school,"New classroom addition of 92 pupil places for a growing school, including 49 child care spaces",Toronto,Central,98 SHOREHAM DR,M3N 1S9,,7683073,,Yes,,Yes,,43.76808,-79.52484
664,Education,Education,Toronto,St. Clement Catholic Elementary School,Complete,Sep-18,Expansion of existing school,"New classroom addition of 170 pupil places for a growing school, including 49 child care spaces",Toronto,Central,4319 BLOOR ST W,M9C 2A2,,8057310,,Yes,,Yes,,43.63258,-79.57388
665,Education,Education,Toronto,St. Fidelis Catholic Elementary School,Planning,Sep-23,Construction of new school,"New facility to accommodate 648 students in a growing community, including the construction of 25 child care spaces",Toronto,Central,155 FALSTAFF AVE,M6L 2E5,,14230920,,Yes,,,,43.71768,-79.495826
666,Education,Education,Toronto,St. John the Evangelist Catholic Elementary School,Complete,Sep-19,Construction of new school,New replacement facility to accommodate 600 students,Toronto,Central,23 GEORGE ST,M9N 2B4,,19563160,,Yes,,Yes,,43.70334651,-79.52053272
667,Education,Education,Toronto,St. Joseph Morrow Park Catholic Secondary School,Complete,Jan-21,Construction of new school,New facility to accommodate 800 students in a growing community,Toronto,Central,3336 BAYVIEW AVE,M2M 3R9,,31855760,,Yes,,Yes,,43.7867042,-79.3924783
668,Education,Education,Toronto,St. Leo Catholic Elementary School,Planning,Sep-23,Construction of new school,"New facility to accommodate 500 students as a result of a consolidation, including the construction of 49 child care spaces and of 1 EarlyON room",Toronto,Central,165 STANLEY AVE,M8V 1P1,,12362098,,Yes,,,,43.61416373,-79.49630707
669,Education,Education,Toronto,St. Raymond Catholic Elementary School,Under construction,2023,Construction of new school,"New facility to accommodate 350 students as a result of a consolidation, including the construction of 49 child care spaces",Toronto,Central,270 BARTON AVE,M6G 1R4,,18582667,,Yes,,Yes,,43.66592,-79.42317
670,Education,Education,Toronto,The Holy Trinity Catholic Elementary School,Complete,Sep-17,Construction of new school,New facility to accommodate 536 students as a result of a consolidation,Toronto,Central,6 COLONEL SAMUEL SMITH PARK DR,M8V 4B7,,10332828,,Yes,,Yes,,43.59763,-79.51695
671,Education,Education,Toronto,St. Antoine Daniel Catholic Elementary School,Planning,Jan-24,Construction of new school,"New facility to accommodate 510 students in a growing community, including the construction of 88 child care spaces",Toronto,Central,160 FINCH AVE W,M2N 2J2,,13220104,,Yes,,,,43.77755199,-79.4297765
672,Education,Education,Toronto,Regina Mundi Catholic Elementary School,Under construction,2023,Renovation of existing school,"Renovation to improve school condition, including 88 child care spaces",Toronto,Central,70 PLAYFAIR AVE,M6B 2P9,,8784730,,Yes,,,,43.71006,-79.4593
673,Education,Education,Toronto,École élémentaire catholique Notre-Dame-de-Grâce,Complete,Sep-16,New school built,New facility to accommodate 349 students in a growing community,Toronto,Central,59 CLEMENT RD,M9R 1Y5,,13549598,,Yes,,Yes,,43.67937,-79.55919
674,Education,Education,Toronto,École secondaire catholique Père-Philippe-Lamarche,Complete,Sep-17,Construction of new school,New facility to accommodate 500 underserved French-language students,Toronto,Central,2850 EGLINTON AVE E,M1J 2C8,,22848232,,Yes,,,,43.73862,-79.24008
675,Education,Education,Toronto,Keele Street Public Elementary School,Complete,Sep-16,Expansion of existing school,New classroom addition of 236 pupil places to accommodate students as a result of a consolidation,Toronto,Central,99 MOUNTVIEW AVE,M6P 2L5,,7662045,,Yes,,Yes,,43.65722,-79.461568
676,Education,Education,Toronto,McCowan Road Junior Child Care,Complete,Sep-16,Renovation of existing school,Minor school renovation to accommodate a child care,Toronto,Central,425 MCCOWAN RD,M1J 1J1,,738826,,Yes,,Yes,,43.743672,-79.238986
677,Education,Education,Toronto,Norseman Junior & Middle Public Elementary School,Complete,Sep-19,Expansion of existing school,New classroom addition of 322 pupil places for a growing school,Toronto,Central,105 NORSEMAN ST,M8Z 2R1,,6515961,,Yes,,,,43.6341949,-79.5161798
678,Education,Education,Toronto,West Hill Public Secondary School,Complete,Sep-17,Renovation of existing school,School renovation to address accommodation needs as a result of a consolidation,Toronto,Central,350 MORNINGSIDE AVE,M1E 3G3,,1873390,,Yes,,,,43.7756587,-79.1910427
679,Education,Education,Toronto,Sir Wilfrid Laurier Public Secondary School,Complete,Sep-18,Renovation of existing school,School renovation to address accommodation needs as a result of a consolidation,Toronto,Central,145 GUILDWOOD PKY,M1E 1P5,,266390,,Yes,,,,43.7465588,-79.1966736
680,Education,Education,Toronto,Swansea Junior & Senior Public Elementary School,Complete,Sep-16,Expansion of existing school,School addition and renovation,Toronto,Central,207 WINDERMERE AVE,M6S 3J9,,11083169,,Yes,,Yes,,43.643677,-79.475728
681,Education,Education,Toronto,Jean Lumb Public Elementary School,Complete,Jan-20,New school built,New facility to accommodate 545 students in a growing community,Toronto,Central,20 BRUNEL CRT,M5V 3Y2,,20854151,,,,Yes,,43.63905,-79.39451
682,Education,Education,Toronto,Avondale Public Elementary School,Complete,Sep-15,Demolition,Full/Partial demolition of the existing facility,Toronto,Central,171 AVONDALE AVE,M2N 2V4,,956956,,Yes,,,,43.759545,-79.400396
683,Education,Education,Toronto,Dante Alighieri Catholic Secondary School,Planning,Sep-24,Construction of new school,New facility to accommodate 650 students in a growing community,Toronto,Central,60 PLAYFAIR AVE,M6B 2P9,,36013876,,Yes,,,,43.71017,-79.45802
684,Education,Education,Toronto,Our Lady of Wisdom Catholic Elementary School,Complete,Sep-16,Expansion of existing school,New classroom addition of 127 pupil places for a growing school,Toronto,Central,10 JAPONICA RD,M1R 4R7,,3406063,,Yes,,Yes,,43.76164,-79.3082
685,Education,Education,Toronto,St. Malachy Catholic Secondary School,Complete,Sep-16,Expansion of existing school,New classroom addition of 190 pupil places for a growing school,Toronto,Central,80 BENNETT RD,M1E 3Y3,,3980731,,Yes,,,,43.77131,-79.16582
686,Education,Education,Toronto,St. Margaret Catholic Elementary School,Planning,Sep-24,Expansion of existing school,"New classroom addition of 67 pupil places for a growing school, including 49 child care spaces",Toronto,Central,85 CARMICHAEL AVE,M5M 2X1,,4936098,,Yes,,Yes,,43.73611,-79.42667
687,Education,Education,Toronto,St. Victor Catholic Elementary School,Complete,Sep-17,Expansion of existing school,New classroom addition of 245 pupil places for a growing school,Toronto,Central,20 BERNADINE ST,M1P 4M2,,5542529,,Yes,,Yes,,43.76907,-79.25912
688,Education,Education,Toronto,Bishop Macdonell Catholic Elementary School,Complete,Jan-20,New school built,New facility to accommodate 536 students in a growing community,Toronto,Central,20 BRUNEL CRT,M5V 3Y2,,19624176,,,,Yes,,43.639517,-79.394477
689,Education,Education,Toronto,École secondaire publique Collège français,Complete,Sep-07,Renovation of existing school,Renovation to improve school condition,Toronto,Central,90 CROATIA ST,M6H 1K9,,727311,,Yes,,,,43.658102,-79.437988
690,Education,Education,Toronto,École élémentaire publique Micheline-Saint-Cyr,Complete,Sep-17,Renovation of existing school,New facility to accommodate 200 underserved French-language students,Toronto,Central,85 FORTY FIRST ST,M8W 3P1,,5762504,,Yes,,Yes,,43.58995,-79.54403
691,Education,Education,Toronto,St. Raymond Catholic Elementary School,Complete,Sep-18,Demolition,Full/Partial demolition of the existing facility,Toronto,Central,270 BARTON AVE,M6G 1R4,,1573027,,Yes,,,,43.66592,-79.42317
692,Education,Education,Toronto,Dennis Avenue Public Elementary School,Planning,Apr-24,Construction of new school,"New facility to accommodate 358 students as a result of a consolidation, including the construction of 88 child care spaces ",Toronto,Central,17 DENNIS AVE,M6N 2T7,,10828738,,Yes,,,,43.68426,-79.48743
693,Education,Education,Toronto,Kapapamahchakwew - Wandering Spirit Public Elementary and Secondary School,Planning,Sep-24,Expansion of existing school,"New classroom addition of 304 pupil places to accommodate students as a result of consolidation, including 64 child care spaces and 1 EarlyON room",Toronto,Central,16 PHIN AVE,M4J 3T2,,11513307,,Yes,,,,43.67907523,-79.33703884
694,Education,Education,Toronto,George Syme Public Elementary School,Planning,Jan-24,Expansion of existing school,"New classroom addition of 184 pupil places to accommodate students as a result of consolidation, including 88 child care spaces ",Toronto,Central,69 PRITCHARD AVE,M6N 1T6,,4471339,,Yes,,,,43.6688208,-79.4909364
695,Education,Education,Toronto,Hollywood Public Elementary School,Planning,Apr-24,Expansion of existing school,"New classroom addition of 184 pupil places for a growing school, including 64 child care spaces",Toronto,Central,360 HOLLYWOOD AVE,M2N 3L4,,6275870,,Yes,,,,43.7707619,-79.3925187
696,Education,Education,Toronto,Sir Sandford Fleming Public Elementary School,Under construction,2022,Renovation of existing school,"Renovation to address accommodation needs as a result of a consolidation, including 88 child care spaces",Toronto,Central,50 AMEER AVE,M6A 2L3,,7468658,,Yes,,Yes,,43.72830312,-79.44277385
697,Education,Education,Toronto,Kipling Public Secondary School,Under construction,Jan-24,Renovation of existing school,"Renovation to address accommodation needs as a result of a consolidation, including 88 child care spaces",Toronto,Central,380 THE WESTWAY,M9R 1H4,,3470432,,Yes,,Yes,,43.68528,-79.56234
698,Education,Education,Toronto,Davisville Junior Public Elementary School,Complete,Sep-18,Demolition,Full/Partial demolition of the existing facility,Toronto,Central,43 MILLWOOD RD,M4S 1J6,,3032638,,Yes,,,,43.69938,-79.39484
